Movie Title,Movie Year,Movie Duration,Movie Genres,Movie Rating,Our Rating,Movie Description,Movie Stars,Movie Votes,Movie Image,Movie Video
Friends,1994,22 min,"Comedy, Romance",8.9,NA,Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc","987,771",https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR1,https://imdb-video.media-imdb.com/vi4268407833/1434659529640-260ouz-1564160657535.mp4?Expires=1668189811&Signature=FylGY3qOyB6rUMSKJIx~JOZUGp1B7mgMNUK0CNoA3LyrSrz4-MorybM1jNs9y~y2rlxDTVAq69DAf46LeLhRDo~g8ALDZ-RUOAJ0sA6D7-xpazXrqmgjOLvoBn8iG2qa1nxfiFDX3Juf0CAeBW7jZsC-FErcNCojEVB2EmLJh-Q-9~mCo278-p2r0KpN6w87oqkHb~BlCZ0D299fEOtYT~YySap8jM-5eP24TIQ9PgL2-lnXkj87ZT2hJoZXvldl4izTSCYp2vRmekVJCAsuvTxhrKz4Z001I9t-GNZ2mroUIT7LvcXqRz3baIikDfU-qq-WKV2KEmT0nWoEkzaUAw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Big Bang Theory,2007,22 min,"Comedy, Romance",8.2,NA,A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,"Johnny Galecki, Jim Parsons, Kaley Cuoco, Simon Helberg","804,191",https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2783493145/1434659529640-260ouz-1557792890461.mp4?Expires=1668189814&Signature=pQGfNDkVsMCg3tZEnxcRHv4~qyVxNajit6XeGeF~2DBhyDxJ-NEmXRln6RFZ4pGdknc8SVPrgbVE69NmgC6V6Ris5qQ122pJ5viBHqjS1bJ2zy37rUsz-zvscrMdpNTeGI7RkdGI28U9Im56F-AaHJZbPUYEQa894BacPukfbWluYh-DdBXR79I743yhEqkjE6uwNVbOUPtT4fQhLAhYT4slYnfE41TsGFUt8KcVaeu-SDOIQY3~5Y4zYwwt8JJwvKGhBFubUBofSe2hvz4qkpIbHmrt8rANSJVrRq79HxO2hNfn1MyKoyg6CotIfCTG8jMJt4JfD1RGnzE3QbIgng__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Thor: Love and Thunder,2022,118 min,"Action, Adventure, Comedy",6.3,NA,"Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.","Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson","303,770",https://m.media-amazon.com/images/M/MV5BYmMxZWRiMTgtZjM0Ny00NDQxLWIxYWQtZDdlNDNkOTEzYTdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1613808153/1434659529640-260ouz-1656941657492.mp4?Expires=1668189182&Signature=lSiPLhUPOeih9nwCYUVXirX4UiTpvscPlGsvIXQOTLhe4Hg~LT-RZbThAGDoOvzrM9VjExRuoUT-MISNyPhTZgahiRj4yvOqMEMoySxi1tIesJF4iySIHXc85fOpS1fcxobDjedMKTW02zPeD1Lh7TrUdNbHkIwrPfj5NzQs1kDjUYnwxm8IIyrJZyYGBVOugyM4U-ZCK-Wkb15V9D-XUkcdE5aJEhX0mBp3ukfXbrIMk6s7oBIjeWLFhsodRHOnlhBQfvCIKF1mtdeJlESsmGUlN0BBFPELEIuNe0sKv8SS34Reh4I1hCaoDwZ8p6MLGpiy9iUNUkd8iKAWfj1QjA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Modern Family,2009,22 min,"Comedy, Drama, Romance",8.5,NA,Three different but related families face trials and tribulations in their own uniquely comedic ways.,"Ed O'Neill, Sofía Vergara, Julie Bowen, Ty Burrell","428,321",https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1302052633/1434659529640-260ouz-1569267425631.mp4?Expires=1668189821&Signature=ndx3rdkPPKAH9kEZfxdFTIRL5c1PPkiKLZkCJXHaC9gtFGZbfocPiGz08m8cmKfZpx37P8YC1ihN9uPHZTGbhGqjMxsl6xQto9fx9rJsPsPTT5Ou1uJqDH49iEtNMtWFUUmSGBsW1L9m0B4~HjfQ~zdwHuWcXQ6-oyEOchjZy-OVImnm-LsOCRhL8Bz2EeXInFc50nxMn488bBmkegvJfWt2LUnhaoRRc7i9pzcd6cY8H8ILzoIkS7BX7gcr0XSNz3eXt1Ltvx6J8-FKbbsuX6nLQ8WDB~xhEWN8DNuwYLSmg~JCzwN86-bblpwv08~hWhDQnQKJbkG5xYUp6fGfDQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Bones,2005,40 min,"Comedy, Crime, Drama",7.8,NA,"Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.","Emily Deschanel, David Boreanaz, Michaela Conlin, T.J. Thyne","159,536",https://m.media-amazon.com/images/M/MV5BMjA3ODMxMzM5NF5BMl5BanBnXkFtZTgwMDM1NjU0OTE@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1353689113/MV5BMjA0MzYxNTExNl5BMTFeQW1wNF5BbWU4MDE2ODE3MzAx.mp4?Expires=1668189825&Signature=Aio5sDpX-IgM0a9Sa8R~AdeZZQGE5J6FfyCPkn9gAb2pJeCZFdrPf~KVzi7DRBFHkxfvBFYISYq7gGXJIkqCS9e3Q7MhX3CmmnxLxbkVZTKtLC9Ul4sAJ9Xq805IgDleUwQ8Sq4nvr9VOlhiSjzT2F0tSb~zoXGg5OQxOkA88-xSJXnPifXxke41oTZ7R8XQ6BE0GdJLuoyu4l1byQUlp6w0Z~o~fan7vf5FFpMhWkRcXwzE4q0LJjhcQewTL0ASm4Ec3~~ev85pwkqtoNUyX9cx-xvwhaOE6zTO0t0xXh~yEcCs13r~58SpPOZfUxYhs9UFvIv5u5oJ08jgqcY5iA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Lost City,2022,112 min,"Action, Adventure, Comedy",6.1,NA,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph","113,092",https://m.media-amazon.com/images/M/MV5BMmIwYzFhODAtY2I1YS00ZDdmLTkyYWQtZjI5NDIwMDc2MjEyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3826238233/1434659529640-260ouz-1644513371585.mp4?Expires=1668189210&Signature=NQzbpKEF6R~ZKQyw220XK3fu7bVbOBaD8xYr~ZNnCHdiQPqGHc7nqxFAdjgcCVey7xJi08mKdGIHT0iecWfrLkW9ItKCRnNyoTNHc8cv74Fz37b8mLbSbIdZXLI~7FKsVX0P8eJVoW8~WhoP~e2Fi6JJz3FUKJXadTST-NnLKQKXNAjs~ofkGGK-gffe6hdP4pwn3IBArxB-5aJF1VC4Y1hmC2gixVxhrddpqsxtnn~0Xb-RHoYkPUVZ6ZyskkGn00iZg8Eiu6RFvC0Oa6NOU8XYn4cqfp9k2g1uTXFaxQbWXhV1kdQiNEQB0afKm~BOahS1~FC8gLQy-OUzduMj9Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Bros,2022,115 min,"Comedy, Romance",6.4,NA,Two men with commitment problems attempt a relationship.,"Billy Eichner, Luke Macfarlane, Guy Branum, Miss Lawrence","18,726",https://m.media-amazon.com/images/M/MV5BMzI4MDg3NDEtOTg1OC00MDdjLWEzY2QtMmFmMWNlNTcxZDIxXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_QL75_UY281_CR18,https://imdb-video.media-imdb.com/vi2874196505/1434659529640-260ouz-1662476395889.mp4?Expires=1668189832&Signature=u-qoFHRVeEONGkv4C5lglBVMmo1xn0Vmbo6khwIYUbgA9x4dn12I~BKusTSsX3PDrpahADRqm1n-QRVEs2HivXlRtcenFbiJ3HvieU1IbnblvBbxUaG6ZDHhonKIjroqMbTl1t8vbyhjxHnypoWKRaxclG88u24qFOdpmhh~TIVm8RZHQNAa5R6ThUHABs7cK6muINx~G1uHd3D~DU1UlNw~uy6QoywSA9X-JF--RqvXc6G-owScs-kekWWIpurUsseKhhiEkesLYYWD4YLYebP4E2zbYYYxOKkcm5gh3C9JyfM051d75AgMgOQsIjbRfxx-gVRnGM4bvM7ZapPQyA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
How I Met Your Mother,2005,22 min,"Comedy, Romance",8.3,NA,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,"Josh Radnor, Jason Segel, Cobie Smulders, Neil Patrick Harris","680,702",https://m.media-amazon.com/images/M/MV5BNjg1MDQ5MjQ2N15BMl5BanBnXkFtZTYwNjI5NjA3._V1_QL75_UY281_CR10,https://imdb-video.media-imdb.com/vi4216171033/MV5BMTk0OTg2Mjg5M15BMTFeQW1wNF5BbWU4MDc3MTM5NDEx.mp4?Expires=1668189835&Signature=H0p1eDXWYCiso6CUi4ZtifMZsjZLxefDvsd94L-5MqoJSJbKBQcRzQpksWIySLqmqbyBSeJ717ShCPTv7NqzS6XKbibj-FXWIHODWf5N9BsNHzB2syPrfEa58Q5Q7s5GVb~6LS-Dv9b5S3zxKPaVxSOqvetqn01UwjTcSoYMnLapNGnuRnYf05mVwU6rg0pDDtzPfCg90-r6v9hJqatCUd7Ez4EMI4aSs-qvvYTDZYnV1ErLRN1Af8PzcBfm4BQqwEqM9O8ElccQ9AgIIh5TfSRor6VFQzLyJL5XMvNMzcZLaSjNB-484EGGZxiwJDXnuLzHIt4bD5mp6Gh3fUdcCQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
New Girl,2011,22 min,"Comedy, Romance",7.8,NA,"After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.","Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone","223,855",https://m.media-amazon.com/images/M/MV5BMjA0MDc1NTk0Ml5BMl5BanBnXkFtZTgwMTk2ODA5NDM@._V1_QL75_UY281_CR18,https://imdb-video.media-imdb.com/vi928556057/MV5BZWUyZTk3ZjktOGY0ZS00Y2U1LTkzNDgtYjU0Njk5MDIwNTJmXkExMV5Bd2VibV5BaW1kYi1ldHMtdHJhbnNjb2Rl.webm?Expires=1668189838&Signature=On9kJW23NmVu-pGEIcZbMdruWdPeApPCGmgPWsVAJA41H1nS8fsMmOkVqBtCA1RcyZp68nCm3cgSlZPnHGO54ftFM~rIyFSt96wjShYshdzfGCSLW1OT4qNC0kHTLapbPF3IkoNbcbjYJ63odEmP7z4ALnTcv3NVavNLvFgEdDeao~BawR1EhGrQkk3JuI0KCawCJfGlZ2l96i5Pi9KejtB-lwJXpriZslXqPTJxd~matuoWKBAM7ylJt6d1k81Y34nLylSVFqtzqR6Jjc0RN5jkurQUNJDTwUi1MjQ1IPTsPALu71doseONN-JGT889YU82ndjTIsRNhnNdq7JlwQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Practical Magic,1998,104 min,"Comedy, Drama, Fantasy",6.2,NA,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.","Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest","84,147",https://m.media-amazon.com/images/M/MV5BMzU4MmNkNGYtN2I1Zi00ZDEzLTlmZjItNWQ5NWI0NzcwZDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1837170969/1434659607842-pgv4ql-1564583788945.mp4?Expires=1668189841&Signature=QD4GtF9AFS2T0L0CHQDL3eR5RAZ8MyNTL7FepGI-BPCRiXHjIIBa-Za1zV9irlBeMiyB6c6gYn1ObQADIpIsuXlchtwlQF8wP2SR4pc5w-EXjETINhWwnufYBQyBcwyM1Z01njJibGlC-8jmOQrXIm69FGSySN~lTk2vtuPVKtucvG7gnOLGCMusi~RNn3geqS~lmRetLDQIQUsL6cVedMjnqZVsYR60EpJzzw9hYvZjIIu9t9mwWFypBKxRCpXi4wPicO~1pBiqgrlfXz57Akp8YOoShkX6QmQrxhQBz-XqQyWT6ddmgs5mZgIqIoolsAJp55cxcs0kAL94msYG6w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Two and a Half Men,2003,22 min,"Comedy, Romance",7.1,NA,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,"Jon Cryer, Ashton Kutcher, Angus T. Jones, Conchata Ferrell","263,430",https://m.media-amazon.com/images/M/MV5BOTI2MjIzN2ItZDg0OS00MTlhLWIzMTMtYWI4ZTA0NGE4NDJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR1,https://imdb-video.media-imdb.com/vi2255922969/MV5BMTc0NTk0NTE5MF5BMTFeQW1wNF5BbWU3MDA3MjM4MDk@.mp4?Expires=1668189845&Signature=rXIAGPNMT8om-65qk027NtBUHvFQYBXAXxp9TRzZWAuVJKpTsHGeRMPai1JVw93tMxjLJNrIABu6HFell7P-g212eMs5qFW0UH5y9XJ~EKhLE177YhRy0vohm3Cw7iWK-CtTS3NSX~9xv4cjoOnZiqiba~cA2tWIOmy9PcX9SoW6ha7alDjXJjnEj6mOSUAfGtN-5GiJBhKcK2C9Jzh6ImYpEPO0xi95hDDUVaUuqHpraWyVY3c13kHbEfk1TVK1718YMh4VoL4XnRvmuDYf6R94tKuaXOpftT-FfnImbu2KzTA4NYdXzgpA9hbUF0P30FHTv4mkgDP8ChhEspylZg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Rosaline,2022,95 min,"Comedy, Romance",6.4,NA,"A comedic retelling of Shakespeare's ""Romeo and Juliet,"" told from the point of view of Romeo's jilted ex, Rosaline, the woman Romeo first claims to love before he falls for Juliet.","Kaitlyn Dever, Isabela Merced, Sean Teale, Kyle Allen","4,845",https://m.media-amazon.com/images/M/MV5BYTg4NDc0OGUtZDBmYy00NzY0LWJiMWUtYjUxNzliMzEzMjNmXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3527590425/1434659529640-260ouz-1663862852575.mp4?Expires=1668189848&Signature=l6cLfE--aXpJQkjllc2n2EAuT~ki1MUXb4s1zktkCfqlTGwR2CfPg4Fsw0NrZFVUkQmIuMBOPMRvOuV6JA6F0YXiASjYXmYT6CU5emPRjslpxmQUydW-34gvsE1Pc9d5HtpjoI2KeMsRFZPt~s-MjyeaHjCYHJQ1OqX8ULCCBUQlGZl0FowN5bs1lz4NznKtk7lvuVky2fThBmfT-f~gy~diQmLGIyM0dxP-kuR-pWZrZ~ZpaHn1f9XN-gSeWuwsGga553Adzmpq4YWWT7c5qUaYfbABhreF3-OPMR455fG3HQBdsqjW3p6VG6wvjkj~YMON4n69UkEnz7kPn4Yl0w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Castle,2009,43 min,"Comedy, Crime, Drama",8.1,NA,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.","Nathan Fillion, Stana Katic, Susan Sullivan, Jon Huertas","162,588",https://m.media-amazon.com/images/M/MV5BMjM2NjU0ODU0NF5BMl5BanBnXkFtZTgwMDAwMzg5NjE@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3053454105/MV5BZTlkZDY3NDQtMmU4NC00NmFmLWIyNzktMjdlNTJmNjRhOTI5XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1668189851&Signature=rinu64lWxVPtAAkAzfr~sfQLWH1v5iYAN50-cFIN6jfpwTZ0ptkm7prftfA5oBZ8u6w7Rm4EOk3qs6HOcLfnH-2qzVW0MqU3kv2xKdSKDph~NJkqa5hF7Ln4mNtuvA7SsopXz1dMuVLuD9HicR4FwbWl1JDfeVrx07Is~lsqfW7x~bgWJ9ceI1~nrDOXYShQX2OzTfkuQdhrgRLsz-vXmXTzqgi9jHVA1~cXUnxuVFS-wJZMbRLwOZlkqX2i8ri5ra-Rb55tnWTXE4R~~~HtbTeUwPPDXcJO-GJ5ZfrL8GkZfrBoGjGQ8b6AAVbiu0svo~jD1jUiNESsk6AYrqNzbQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
This Is Us,2016,45 min,"Comedy, Drama, Romance",8.7,NA,"A heartwarming and emotional story about a unique set of triplets, their struggles and their wonderful parents.","Milo Ventimiglia, Mandy Moore, Sterling K. Brown, Chrissy Metz","143,630",https://m.media-amazon.com/images/M/MV5BNzYxYWY3YzctZjRiNS00MTViLTk5OTYtZDEyNzAwNGE5ODY0XkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3985358617/1434659529640-260ouz-1570476307215.mp4?Expires=1668189521&Signature=L457GQBYHh2pi3LN~kSk62CVOVuJ1fw9bDoh3ikVumwe4jgRjtUTHGTiFA3QZjwfeoYNSsgrwpZUVIo~77Pq9O1iwb215sua8ypogsygIfnPK2KNl7dcsZtRtd0W02UI5dTokyT-vnMLJt5-KIEEiSo76LskC5XsR8ylE6hopEZZS69N6JYJluxvn5kJeg~bdu6RU6EHzrqLA8FmAXj30b7NKZS4Vd6CLwnMPfDGuJnz4ZvDojSfvLjBPUYRhsIGVJ5GS~GhkIHyqSxnRw9gbmk3xmqbmW6LH2rbpZFHqnuntFgSlAuaMsK2KaEJjwfC7aMIUc97wusCxRPVMipqgg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Enchanted,2007,107 min,"Animation, Adventure, Comedy",7.1,NA,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.","Amy Adams, Susan Sarandon, James Marsden, Patrick Dempsey","200,025",https://m.media-amazon.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_QL75_UY281_CR0,https://imdb-video.media-imdb.com/vi296878361/1434659607842-pgv4ql-1616202799709.mp4?Expires=1668189858&Signature=bOIouXsTiqEtmw-xURBCVgAoZTdUlJK0igytMsCRRmHMtSnBnUyqocmVX-VPYtUyIrZTeEjDf~RDZ4UWQmN70itbM4RDFjxyqwku-2w5tyjDtc8bb9g9Ay95A3umYW6Da1vOORfwGyafdw1nV3IrQBwjdoihgRgaF8RqpHOqlY-1BngDmGTyuqe8luVOoAwfig-5qLlMq4egr8Q6d3at8Rx9YqZMsq0CcRLZG~UdJn4Fc5qJS73-Z9WVPs5mOsZN0zYThNNmtd9vbFZ1tYuM0dws8kF16cFM08aYcvDv3RnhE9nNT0-FfuBLy~NLnkKZWTjdvdYTAKju8socxyyC4Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Doc Martin,2004,46 min,"Comedy, Drama, Romance",8.4,NA,"The trials and tribulations of Dr. Martin Ellingham, who moves from London to the picturesque village of Portwenn in Cornwall.","Martin Clunes, Caroline Catz, Ian McNeice, Joe Absolom","16,656",https://m.media-amazon.com/images/M/MV5BOWNmMTAxZTAtNzNhZS00MThhLWJmMmEtYWExZGUzODkxMmM0XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UY281_CR5,https://imdb-video.media-imdb.com/vi2512045337/1434659529640-260ouz-1665672803675.mp4?Expires=1668189861&Signature=AcN0OAqOZP27E01yjm21v~MkWNdhwNxYdJGwbfSVoULaSO3U~rRlMqt8gtsMGAQF~kf0aQ0gFjYc9xXlKdsSfsmXgs2cxlJKh-OytNuYt8sv118TIuPuVnZYNP0D8ji-jJ38hy2dlUr-K1cMv0HBaG~l-~h0u7XgCDrb~-Uui2Ei0fUDupn86f~FvviwzeQPB-iY-KREEcPnBjMVJZHBRKEJRcfZTlRh9m~mMPxt1Oasq8S9sQR1G2TepdHj3A-4U5IJA4XJvkcSgAhC6QKloH8q75U-bnWU1COiM-DGf8AWcVk5FrTMtA2Hb1QMPGVv-nBBDdUVKaSoo2U7l-2kvQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ghosts of Christmas Always,2022,90 min,"Comedy, Drama, Family",7.9,NA,"It follows Katherine, a Ghost of Christmas Present, as she helps one soul to rediscover his Christmas spirit, but this year has something unusual in store","Kim Matula, Ian Harding, Beth Leavel, Kathleen Garrett",354,https://m.media-amazon.com/images/M/MV5BNWFhOGEwOGYtMzU3OC00MWUxLWE4YTUtMzMzNGM0YmU0NDY5XkEyXkFqcGdeQXVyMjkwMjY1MjI@._V1_QL75_UX190_CR0,NA
Beyond the Universe,2022,126 min,"Comedy, Drama, Romance",6.6,NA,"Follows Nina, a talented pianist who has lupus. She forges an unexpected yet strong connection with Gabriel, one of the doctors on the team who takes care of her and gives her to confidence to play with a huge orchestra in São Paulo.","Henrique Zaga, Giulia Be, Diego Freitas, Viviane Araújo",932,https://m.media-amazon.com/images/M/MV5BM2IzMjk2YWYtNjIwZi00ZDJhLTgxZmItNjE1ZGI4ZjFiMjAwXkEyXkFqcGdeQXVyMTA3MTI2ODc5._V1_QL75_UY281_CR6,https://imdb-video.media-imdb.com/vi2638594585/1434659529640-260ouz-1664046519758.mp4?Expires=1668189868&Signature=sJTGrQTvMUwTk55UZQm3-fJqzhgAwrLto5uq4XYDagwtUAfNkHT4HGneLteXMy3xLLOXrCS67zC4sjK0S7rJurl3slwBN~0NNh1vexadRqPcuPEiHJOr-49dbQtlqgh8loNPlWHYeNujJ8BXP7k94SNG~7iLiVhn1CWCbCzuMJHgLWihXeknWlUfqx4-zuB0gmhk8IHq9x2~Yd5353VlFQK9Ivk2F3KD6srN2FpKJjZthDiJHKMIeWHmqSr~gBGrlgNPWCyJAR0iH7rDOtIbalR60Ff9pQLQDi6trhLUqIa64Rh6uah1vZCa~jVR8CKmP1qDYPmCd~MBhNn~ZPGIrw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
That '70s Show,1998,22 min,"Comedy, Drama, Romance",8.1,NA,"A comedy revolving around a group of teenage friends, their mishaps, and their coming of age, set in 1970s Wisconsin.","Topher Grace, Laura Prepon, Mila Kunis, Danny Masterson","171,373",https://m.media-amazon.com/images/M/MV5BN2RkZGE0MjAtZGVkOS00MzVhLTg0OWItZTc4OGRjOTQ1ZTM4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi223462169/1434659529640-260ouz-1646280964149.mp4?Expires=1668189871&Signature=gPE79fVOAqRNHrfM35WI1GS8oRSe9yTcYHL4pPx5xqVS~WVuk0fTzKnMToukRh3NrK-sPf8R48nmz0443b6h85Fr3I8Wp4L20NoT1furR7bofiOto556OemFqXz4tYrhCV1SzWkjRo43PjzzUTTeiuza8BoGH~GzAqDA3pdm5Hl3cYORz20BX~bsmuyC1gtfy0rQYYbvnC~fDVNb5dBmObds~cE6yRNGiJQeDKhPjquBUT1hiXCrG913jxpqHH0gFPg~Fu9nHpDK1i3-BXFA4yqOhtNmVrN65t1iWTn1w64sd~kGOurmKipwBH-m9eCdx~ZWYtuv7LRwXKJro8gHcQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Barbie,2023,NA,"Adventure, Comedy, Fantasy",NA,NA,Barbie lives in Barbie Land and then a story happens.,"Margot Robbie, Connor Swindells, Ryan Gosling, Will Ferrell",NA,https://m.media-amazon.com/images/M/MV5BNzliODE4NDQtYzEwNy00N2QyLTk2ZGQtZGZhNDU0NjVlZDMyXkEyXkFqcGdeQXVyMTU0Mjc4MTY4._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3504587289/1434659529640-260ouz-1654188105745.mp4?Expires=1668189874&Signature=Qmjyoz687IJ7OtSPc5F20Qz1rCSvvVmcB5YAYm-UuyUzBWanLZyUqOt1nadKJZQnIz9MhvXRa69ZzB7P2eE7fKdWT8uVEq-5poR52WNqC-B-3jEfYswJCDShQodUzEQSoJe4S~N5oUcVWnglsG08FF4d62GIhtwlAQd8s-Lmt1JIsx-t~8~yMd-pat~7P2U49pfkykRXJPANkJ73tkm1eEiShq9Sacz2TKmpMXCrvyRYeKa5-wp7G5U9x1JiILJLievu7T71LWCcmZMBIyMkHMeRvwlLXpF3RKv3tgykchyS5j~i3DZAB-sS-TUP6UJK5P6QbzBblwCGUWzs3BK-SQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Little Shop of Horrors,1986,94 min,"Comedy, Horror, Musical",7.1,NA,A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.,"Rick Moranis, Ellen Greene, Vincent Gardenia, Levi Stubbs","77,798",https://m.media-amazon.com/images/M/MV5BYzUxZDI3MjktZmM4YS00MzdjLWE5MzctMmI4M2ViMDgxMmUzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi190298905/1434659607842-pgv4ql-1536865222135.mp4?Expires=1668189879&Signature=FT2QS0~5xPNggwfPleH8kXzTxrEb-7Ot133ZQygEdd4upVxqZwm0i3AbaF~VTj~1gMD3ns6BK2r1Z-q~~pJNcZLpbyx35PD65cwx~jA3YAZNfpUwrCxQEv2ge1cCQZMXeXtn0z48vijz7qJwXpb42Fz1TRQ9anMJHibVMVP6WWFYZbJgGa8y9WCfMLa2aIKRqiL1fmQM8rIfL0xMqt0qLQ0uBSagfX5p5tbyEJ36SvbFNS5kQmEc5tkK8yXYHvMtw2HFfyLopaoAclhFOzpz8akU~Qlam3RxL5q7AzKKy3kIj0xITORc1QgqJm8es~bS-BWVLcpaZQ0hj87z4lhR-Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
