Movie Title,Movie Year,Movie Duration,Movie Genres,Movie Rating,Our Rating,Movie Description,Movie Stars,Movie Votes,Movie Image,Movie Video
The Addams Family,1991,99 min,"Comedy, Fantasy",6.9,NA,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,"Anjelica Huston, Raul Julia, Christopher Lloyd, Dan Hedaya","157,737",https://m.media-amazon.com/images/M/MV5BMmJhZTlhNzUtNzAwZC00YjQ2LTkxOGEtNzBmOWVkMmUxNTBiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1435369753/1434659607842-pgv4ql-1564555161048.mp4?Expires=1668189564&Signature=gtMUWOYxutQCqo~Yo1-xYatHb3eqSow1sYmfS0eY0nYwZ1jcVaSQIjLEONcNyN7e5TQW-JLWCGic84LgCMC2tl5LXpKEjUyCFRxkf~hcOxQih~I3xF-JYSJn2-Ftnsp9~UPToiKU-TUjynXjEzvdDMdSc7QlOiSvnoy12GClzNggUoQUA2EcEzCWqBZbnMf2Dc1~gPbCB3B0FkcnSMFAjx9dKbg-m2jiRV3N3-mBPUGt2pvH6o3n3IUPq6DJtk~aOPSqdd4PfmgSyQankAA1Z3ptLkW8~WAciwLt9x~A3Loxp8imtK2rHSpAvOwmw~9BgDP48ffYDhlizWtBz8oZtA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Outlander,2014,60 min,"Drama, Fantasy, Romance",8.4,NA,An English combat nurse from 1945 is mysteriously swept back in time to 1743.,"Caitríona Balfe, Sam Heughan, Sophie Skelton, Richard Rankin","159,618",https://m.media-amazon.com/images/M/MV5BNTY0MGQyMTYtNDNmNy00ZWRjLTg3YzItNWNjZDc3N2RkMGMyXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3484794393/1434659529640-260ouz-1582671150971.mp4?Expires=1668189567&Signature=ncIZzxFzWD60ZYMBofNzeXllatskF0NRZHrvSHRCiklNiu1859vW5~wV8Aa30WkegFaIvZZ3tXmA4lsE694bmdkxyjboJWZiiF2es2D0XIwEwuC1pa1r09nQWrKVKZB9-ypzgQvTsa8b9-8XBBkHtChRcAN62rWaBfEhBfFTj5Jyo90VednERVFo1QdEArxbkK~ailPNfB90kFBsMF-bHj1s9qYphf997ee5RVIqEpAGh8vkPKR1lD7HqgYBPQQ1kD1f8EZpyxl169wFu5d8VNI4ZjwUClh~Zbf9V77eDsjB0~-Q5~iavKrEeh60kiy9YoNLltJUsXMt1Pi6mlmy6Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
One Piece Film: Red,2022,115 min,"Animation, Action, Adventure",7.0,NA,"For the first time ever, Uta - the most beloved singer in the world - will reveal herself to the world at a live concert. The voice that the whole world has been waiting for is about to resound.","Mayumi Tanaka, Kazuya Nakai, Akemi Okamura, Kappei Yamaguchi","5,802",https://m.media-amazon.com/images/M/MV5BNDBhM2IxMzItOTdmZi00NmMzLWFlNTgtN2E2MDRjODU4NzEzXkEyXkFqcGdeQXVyODMyNTM0MjM@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3920872729/1434659529640-260ouz-1665159801660.mp4?Expires=1668188785&Signature=vC2Bm2HlfAeUTzwRwzSyDQVFe8V-FzScIBXy3QC5C4z0GStUlmHUcjZ~4Ja6fSsEjiSjISWkRazNCDjVWexTfIT3qJeinQ7289toUuSnzDcS3TewUmPFfM0NYPJWEFROuJjFYCQOugSFX42mNQxSrhwy~JDhB5VI0GNvZ1EPcl80YzSqAKpTLPfZKjhiGjRBycnRkcLfxoQmDR0cawA9AYJxHD4l4g~eazzx75UwwV2jRXrxbnjCQr6bOiO2U40yO5-souONyqX74PNjCjkH5wtHjJaNSnd7HFD-95nDpfXtaINlhRN3v0vgR-3wrJ6~So6YiYUBZLim-RZXfwENYA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Witch,2015,92 min,"Drama, Fantasy, Horror",6.9,NA,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.","Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Julian Richings","262,016",https://m.media-amazon.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1994241305/1434659529640-260ouz-1455559812893.mp4?Expires=1668189574&Signature=p~~xpjhip~AklysN5J1vWmePeDkLnsYNHfWp-RWehS-oejoHB4rLdRgT5JFk41wjDqitwIa-4uUhp5OySYahU8WeS8PB16YxAYBTdmdYpyE0wy2U8KBSasndBB-1g-14RscZbuWVaa7N7~O~ChtcJHTEnWATjPe2q4WAX2-Ez13Lf1CcXwphP8eteEuRMe1kwJDl7DvItY3TKNoUPMFgN9oK8penCEmXP~x8~ukX3hYKsiBWkyJ2kZsqbOcn5rYQGIgYuXxqsaEWDkbwlkgppaQcQa-jVD93Y5PXFjzpes5AImdUskjplGvbpvn2dK4QVgY7CcI2NiTQUcgCTGZezw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
His Dark Materials,2019,60 min,"Adventure, Drama, Family",7.8,NA,A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.,"Dafne Keen, Brian Fisher, Amir Wilson, Ruth Wilson","64,533",https://m.media-amazon.com/images/M/MV5BM2FlYzgyZDYtYzI0ZS00YThiLTg4N2EtNmViMDdmMTcyNWU0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR18,https://imdb-video.media-imdb.com/vi199737113/1434659529640-260ouz-1572046290948.mp4?Expires=1668188839&Signature=c6Dr8u3sMPEvuom~9n4vSTp99zmgC1FXhQWodIwokyX1Rz-rY3ZAWZrrlqo1iGGJJjDes5PNSWNUocmR3bsAEXK2CS8haKktSp-mra1eun5UGuLh378rYuj-NYmxGTI492ymi2zFXisBp2lf7~6qrhSVbTITuBXIQmGOmBtquWW0f2tz2C4VsIE~d3trgHwTY1JreTyajL1zMDnXL4MLL4wAw04ri12fPlPX6hcyIIU018zf68z-05rV-y2fsFbvUNp2KdalYcjslUcX1-83byP6z4K0Wu7aHaTGs81l6Oj0EjbSSBagnT79v51~OtNtl0PJYVcS933VFAhX~h3mbg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Mandalorian,2019,40 min,"Action, Adventure, Fantasy",8.7,NA,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.","Pedro Pascal, Carl Weathers, Giancarlo Esposito, Barry Lowin","472,787",https://m.media-amazon.com/images/M/MV5BZDhlMzY0ZGItZTcyNS00ZTAxLWIyMmYtZGQ2ODg5OWZiYmJkXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1251065369/1434659529640-260ouz-1584487896052.mp4?Expires=1668189390&Signature=tMOvBj2lAdKOjwM5tQ2XLY8P~zO9sF763q4VWRp~dwum9VdrMolb54d2SWq8ZZP~0F16ZsaCSDAs-KN1eZ2OEIFF-HnrAhUqVbZfERvoDGRq0kBSfVZiPHVJZPQhg6lJr-m8S8Nodi9gNmdyCmqrSHaAVm9QrHguevPaKZPWGhEKdR9rTRiWa9mtrGTso7cemz8ocOjjGMHnNgfYL-lWL37tVHhNZMkqn9EDz9I47RLQM-WSSMFh9kDG6DxMmswY72d5qmJBVf4ozinSWqqZ2jgosl~C94Fy5~TqU1DPqFHdvpG7871M60s-ydWxIT3Oz8mnwe0S3IHabENgz1kf0g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ghostbusters,1984,105 min,"Action, Comedy, Fantasy",7.8,NA,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.","Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis","415,240",https://m.media-amazon.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2800593945/1434659379400-8cjq25-1591136943727.mp4?Expires=1668189584&Signature=ozypzpd2~c7oZhvcDnH2F3PMuwxCVNm~lgP5gakq8z5IbkAD9rbaIt5hIUdshDWMJ2tPDLOck-FBLiGl1lFAvkTpK0vXGe~VFE6t6wOSaWuLWGE6aTL9WgfWKyz~AQiQK5-PgIJZ~4anWzikS~B3vgvzcj0MqCy~MVe3xpnHlDALJCZAq7ELfE-dCzfU2p8nczlnxuDsOMDmcjeApLy~vLi~Nk-GNfbIYbdA3tyB5F-5-2rW26YL0WRLfo~qyACtTVWzk9pqWfNsxjoELboJyTAIVNCuWjGA9AEKX7ocmB5NrXTmlBUQRBiNO~eIBMubXVvu~WxSJXzkBbvO2~rI0w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Attack on Titan,2013,24 min,"Animation, Action, Adventure",9.0,NA,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.","Josh Grelle, Bryce Papenbrook, Yûki Kaji, Yui Ishikawa","368,831",https://m.media-amazon.com/images/M/MV5BNzc5MTczNDQtNDFjNi00ZDU5LWFkNzItOTE1NzQzMzdhNzMxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi2631975705/1434659529640-260ouz-1636635767247.mp4?Expires=1668188789&Signature=N9o6JqzgsqL1LzEivMYQVY2fAgTHsmMG9VVsX5pp2dICE-IpKzucqPCv~9WufNgadC0Fku~W6JirN3VGdpRVqSsNBvmmqlmuB--Xmjs10m~~WHzCSrBd3nVIttBUIORVR0aiV0hPzxG9~wDfxracjXWb07gwGX~Xd3S~Ia3rufs3xo-uWAHQOPRaFrNjppJBAJ7nf~1HD4m3uoyjVXRqUiW8luILZLSTKE5QheaAJqiqGLEIE0I6om7HBIlwMbeOA781DXcU4xkKTG01GnQYI2q3kGXb13q4x77dP21yrmG27LedgctlJ7bGqINZhIe2SB2ALemWaIaDquoUs4jMqw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Vampire Diaries,2009,43 min,"Drama, Fantasy, Horror",7.7,NA,"The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.","Nina Dobrev, Paul Wesley, Ian Somerhalder, Kat Graham","320,969",https://m.media-amazon.com/images/M/MV5BMDk3YzgxNDQtNTEzOS00NDMyLWFlYmYtYTZlMDk1NDkxNmMyXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UY281_CR1,https://imdb-video.media-imdb.com/vi1470998041/MV5BMTA4MzIwMTYwOTBeQTExXkFtcDReQW1lNzAwNTczNDI5.mp4?Expires=1668189590&Signature=QRys3lS5gs4PUA5fUGo-IB3l9UwzTJnniUtNPr9QLr-SdHRRVq2u2GfKzw7HyO6c9LRON7iRBWIUC16BzwlKJre8bF71yl2P2eibQoObR3LHWDjLIDM6~RIcAZg2jNmvpTwdiv1AcDY9~HDrJyBMhj3RNnSHtadOk5EuQ~E5SB3IhzZNRW0wju~1z3NQh3kRTfj0zLfFzUQJfuZEh~VWpi~q4PKEtHpbH0p88sQejy4L-TBpEBnSL26pWFFxeKLlSTMQIAz8IaTmQLccAT6YJ~zfu5CMSziGHuAMV4XnibHcRbsIZZk52A-4wCP5~wvhNQANj6cge7zo43WTAPfT8g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Buffy the Vampire Slayer,1997,44 min,"Action, Drama, Fantasy",8.3,NA,"A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.","Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan, Anthony Head","147,285",https://m.media-amazon.com/images/M/MV5BY2MwOGIyZGYtNzgxZC00N2Q5LTllYjItM2U4MTkwMDBjYzUyXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UY281_CR1,https://imdb-video.media-imdb.com/vi2148319001/1434659529640-260ouz-1578073059033.mp4?Expires=1668189594&Signature=dwPt6Rl0M4oyk7Z9tId36d6c692sHBe5ScxxJfN-bwnSLOi~8wuJ1ZD5NcFaQKhBv7xkvxwHBZ2tmUms3We-fnkNs7D5QSITye9Jwy2-hJ8~MXoHHP~GaawuYRJfMoedlZHAt8FFsPiG0-yilxuWM4MRF9v5STuVX7UyQOcZMcbsrl6dIvKYpeyE6cYVAQEg~qBtIZH5wN7Pm-LlCnKsnMe0gUCD1wSL96w8F5fWHDfEQ0y7cIOlC-5o75EmVve5GooIIxAJDl1EqIvyFqtD0wLN5y~d~FhWAptUwL1G29qTWbTEIdj4lOLdvUmldKRP1CDwagHhQZad87LfEg9~~g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
What We Do in the Shadows,2019,30 min,"Comedy, Fantasy, Horror",8.6,NA,A look into the daily (or rather nightly) lives of four vampires who've lived together on Staten Island for over a century.,"Kayvan Novak, Matt Berry, Natasia Demetriou, Harvey Guillén","77,231",https://m.media-amazon.com/images/M/MV5BNWYwNGMwNTItMzZiNS00YTNhLTg5ZDItOTE5YzdhYWRjOWQ2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UY281_CR2,https://imdb-video.media-imdb.com/vi3511664665/1434659529640-260ouz-1630708989508.mp4?Expires=1668189597&Signature=SUQ8FnQpmqO8betHpkSbD76vooD0ckQDQOYBgyPSrL1S-UPEsDv1t2c9OcZ~xDzTInEbwUBiQrDxYJdlCDegH2oP32pavV-QeN1LXHV0JO1e4TMqaKzaMAXSPDjb4fa5N6WgaF7xgNWISudLOkNfY4CAFRe7XCUmQGa4MvVqRL26-eWnoF6JaRuBDM8GiZoDJM2mPkkySRmgBSRsEmUPsMKh9XyEteMLIb6dFFWxKOlu3Cs8A~fKvLYvgsvsF0ppnUlXj~9iq9fxTnW6yf2yBAXn6yQfy8eBTWR1YabmAot53exswpJZpKBZnoWRlml8lOxkAgi9GKdz-6S8x1YG0w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
The Lord of the Rings: The Fellowship of the Ring,2001,178 min,"Action, Adventure, Drama",8.8,NA,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean","1,862,645",https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi684573465/1434659529640-260ouz-1640006590845.mp4?Expires=1668189236&Signature=vORuy6FTg2exXosR9ZhopLGHjb4igAu3FB-2Ui3vlld1D5u-rJ0cuYUt4bOoP5k6FcAXC98VG4eQvfEE9Kteu38fYTeQ7JlDrQ5mINGVb6XCBRNnsBl4sKVmsQv9N2sJ9hvKKRRy3UoqvvCQUN8JXo8JhqXKr7y~1odcg1LZ8oTNniT6kB7lgzpSqyYQzoAfJ-xenglyq4clnW3Kea4ymHaFrJ0mHLK9PslzFZ0ZaWu6khENqEnEkrUgZr4hgbYw~RGlll3JqBAAMbQ8UzQgp6VUEXEZTJGaibbVNabpkbnucRKwH9Kc0v9ygQfYFl4CK8S1hF0OWBMPH9GLskm34g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
One Piece,1999,24 min,"Animation, Action, Adventure",8.9,NA,"Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece"".","Mayumi Tanaka, Laurent Vernin, Tony Beck, Akemi Okamura","124,641",https://m.media-amazon.com/images/M/MV5BODcwNWE3OTMtMDc3MS00NDFjLWE1OTAtNDU3NjgxODMxY2UyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1913960985/1434659529640-260ouz-1564065260545.mp4?Expires=1668188792&Signature=YSAnRQg7M7-NXfKE5kpf8ZRzvbEEuOwXxreiKfTL8o4XVFJ1yltBIVRxS54ZkGrWSwFji2QmMNDY~67i6D4p6LtUwTJ2tcpV~~7p2h~CCpkhr1S11l9E-L~dDWPIG5T-S9bYNOifN5SqQNgkk4MGLTL5OhyWPemt0rU8H~hLxmMePSrKeM8nGVoTkCLlcDbZ2vzR-qC8lIQLcIpBU~g987FsLxvpJFMvRVvohur26gjjlWqcMlvHnZIsAuL3y75OU7Sdya5qMA028HJFcSvS66D5bEUb8Dq2J~XflQp5Tvr7OJCq7b1lTemLoB1zJVOdNoIcMxN7K9~uFbDQbUblbw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
"Lyle, Lyle, Crocodile",2022,106 min,"Animation, Adventure, Comedy",6.3,NA,Feature film based on the children's book about a crocodile that lives in New York City.,"Shawn Mendes, Javier Bardem, Constance Wu, Scoot McNairy","2,358",https://m.media-amazon.com/images/M/MV5BYjNhZjA3MTctOTFjNi00Mjg5LTk3ODctOGZkNDMyMjY3YWNhXkEyXkFqcGdeQXVyMTI2ODM1ODUw._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3638542873/1434659529640-260ouz-1655903514839.mp4?Expires=1668188796&Signature=QaMReqHJpL4~BVy1a06EhN1vz2vnDBRmmeR9cXqbHXm9TkbNsN~3QuDj~sC98w3GaWoclfNt9catDyhFNr-J~53Qtyduu09oFiVUes4Lzw42KYF-xmd0e2vShAITjkkhl8geNgnjTCcBnzZjwJNoo42NZrTDcoOdk6KVceVQPmn8chBh2DnrLRhw1v8tNJHTlycbKzTHpw5CS3muoiQSpxBrk-GyeIcXJyUJnqkYbPh9JzxwPZpTPoeOJPpmUifzyrvJWP4rxTs5qjZ3ohBgXnJo3V4FI-78ZwX2gCupq8zrfY9r8E8GciE9Txr0rxB39L9FK19ITgiPSpVcz3VAjg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Lost,2004,44 min,"Adventure, Drama, Fantasy",8.3,NA,The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.,"Jorge Garcia, Josh Holloway, Yunjin Kim, Evangeline Lilly","551,600",https://m.media-amazon.com/images/M/MV5BNzhlY2E5NDUtYjJjYy00ODg3LWFkZWQtYTVmMzU4ZWZmOWJkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi956087833/1434659529640-260ouz-1587173320443.mp4?Expires=1668189263&Signature=DjwxdbDhrr29hmPQyDEgIJlQVLOWn3HoOc3wD7kHCdPNO5uT6kH4I87oOwj8HcBkTap5pmeIKkkYrR1bhMEqiptGYiDbwmwMeaLmLqR0gdrL2lBuEi0r5eXAUhhOOKszB16f0cIMi9HtEQrC~3KcgzTNHNMmRrCajt-pABPzyYYK1sQSZrB47Sx0qN5rHBGZXWo9bKWiDSsGxB2UUsAjR54oK1ebswHrAqjQAYiIWTaNLywLC3hkXIbB2b9XdFs~c125bdElcPSnwfXJuNhyPfNG6wabQJy1f1Q~QlA-T7dAwtCG0bXoy5fyyZO4EmjAXD2JB6WuOr-3aFAK1uXG-Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Corpse Bride,2005,77 min,"Animation, Drama, Family",7.3,NA,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman","274,611",https://m.media-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_QL75_UY281_CR0,https://imdb-video.media-imdb.com/vi2683765017/1434659607842-pgv4ql-1564195518535.mp4?Expires=1668188799&Signature=XjeuBb~2iEr7V3Fk9G8SUAPlp-o3gBMUjWnLxFqSSpHf5ORl7dPUAY0tgLlQ~OH-xXaZmokWTLMrY0L0D141qalp8O47QkC-zlioKIsnkeze86dtMAWr-yBylOb6P2KwwWXvTgxgnnFvxYMeWAPZhhbbGnUg5gKkVzvsfxfWIsQ-kBiKS5eQXymF2qoHIkWyk1Z5XJTxx9jKIgewyyIQLwNMaaswyuwK0K7cnElKrSV30pNJGT55OYw6BlTp0NCBv0Ju4zB8Q037EHoVyovqeO8mu~ig9nFXYAV0DwcSZKJ7mTnQ~0HHhfUPMUgaeC6yCBNZqGAQRWGrtjbGYWAFhg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Beetlejuice 2,,NA,"Comedy, Fantasy, Horror",NA,NA,"This is a follow-up to the comedy Beetlejuice (1988), about a ghost who's recruited to help haunt a house.",NA,NA,https://m.media-amazon.com/images/M/MV5BMTFmN2Q5MjUtMzk3MS00NGI3LWFmN2EtODdmMzVjMGU4YmM5XkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_QL75_UY281_CR18,https://imdb-video.media-imdb.com/vi1085324569/1434659529640-260ouz-1552506428912.mp4?Expires=1668189618&Signature=VDE3M1Sy65JnY2N2PpbvkPXoY9dXfHva5HrSb7RZVpgXJ8hvtUrEA-XvTtJj40YRDaMlmMQJcY8UIoPLzUnsXotoMyvDjUEnmKmFkZcEKm7mpK5UzzpaL7LbdTV2qqbHDY0FG1C6kCLk6cioUskmh~so~8c5Xlhjgxrvxqy6GNTcjGBmu9sADNXdJLwj14WAOVymb83O~8Q0L9nGFPievWfnw97lB12kK5nOgmRm9yUoqCPlSX2aLfdhLmOo2vTAGNsBCBybCNJE2Hato0ki768xxXOZs0oLhXZvvvB0tzQzfyFk8HliLZHSWmqcPwvMjKr0jux7zH56O-fYrH5btg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Blade of the 47 Ronin,2022,107 min,"Action, Drama, Fantasy",4.7,NA,"Ancient Japanese Ronin warriors set 300 years after 47 Ronin, in a modern-day world where Samurai clans exist in complete secrecy.","Anna Akana, Mark Dacascos, Teresa Ting, Mike Moh",628,https://m.media-amazon.com/images/M/MV5BY2RkNWM0OWQtYmQxYi00ZjdlLTg4ZWItYTgwNjdlYzVlZjFmXkEyXkFqcGdeQXVyNjQ2MjQ4MzQ@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1689240857/1434659529640-260ouz-1666966982418.mp4?Expires=1668189621&Signature=qcivaOEdVT1gdt0B5ySwzYv7MCI69AtZPepqvOHdyJ3V8W5BIB4KWJ7JlDbFZ6v7Mr8HM7HQ8aMBxTz1PVZMmxH8wD57WjRgkJEueGu8yA28DXJLFj2IXPHPiHNIJuxK8NIjlEDTHQarzCePGmyILv-TZ9VdslSgnkGZSg83rPPlv1aUV~w7Y8WOcsdfGExxv2nIIxNlSBFxm~2YXExisFhxldNPo3-VXrusDG37cQSwfu6pDYUsIhocbVnkXCw6lJSq23~5ZjR-mfxMGe8s6RsvCxhc63eAUPxdy~HyuXVpBTtG84NzI1RORlRyI7k~VuFpRzeHGWPMxO~iTQ7g2g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Big Mouth,2017,30 min,"Animation, Comedy, Romance",7.9,NA,Teenage friends find their lives upended by the wonders and horrors of puberty.,"Nick Kroll, John Mulaney, Jessi Klein, Jason Mantzoukas","78,994",https://m.media-amazon.com/images/M/MV5BYjcyMmYwNzEtNTgxYS00ZDVkLTg0YzEtNmUzNmQ1NzM2MzMxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3210002201/1434659529640-260ouz-1580433029448.mp4?Expires=1668189802&Signature=RI5maYkQ9-RG2djJ~2jG~cJpi~FaffyrHQX3V6Rva4r~zGAa6rNcrxXVzg9OrvtN68A~vETzwDxavNPV6pnndzaUyUMoCMI7sIyBH9rMxTi2FuWZIxCmzeGO-~SSplVySYkjGiJ1Yk1UnJ8eUyoGba60a-PC1t7kCjFoFSJmDDnO2-1mKat2b565mrymx8SKhyEsObD9Yw4XYV61Z5sUWK7Qj49-M6gG4FruNfcR-tpycHpoJTqJ3LdXcE38lfiB-Ag~oaTmhLw0yQebbtlAlmV4Rp0iDMyhejR3WfrWu3Cca78HAnc9W4pcThDF4WaZu-8CqAr0vyKPsl9gSRlchQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Disenchanted,2022,NA,"Animation, Adventure, Comedy",NA,NA,"Ten years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.","Amy Adams, Alan Tudyk, James Marsden, Gabriella Baldacchino",NA,https://m.media-amazon.com/images/M/MV5BNDVhYjU1ZjUtNzI3Ni00Mzg5LWJhNGYtMjE3Y2FlZWY2Y2Y2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi1637074201/1434659529640-260ouz-1667315915637.mp4?Expires=1668189671&Signature=tA64kDmjaB-O~3D-4S4~QjWB6sAV1Nwarpa1PhKbRl-ZJI8aB5MHKCG1eBf~ez2p3E6UPOePTI-amqKqCPEc9iQp4O1lB1a8vxu4mx3XjPRRaD4LOLqZLX~5S4Z3Zj3w6QB2040EDP-rEob~HmDPPRCOuWjhB70BU5O~MuBQtqpitgQ162HH88wEF4z6vwhQ1NbNC4uVgrEs2BYinKdCodrWm9uzQo8DIpcfu54~ZrGGIDhOBEAVOowVfngdO1lAvXEp6MDlIqlyfxV~TAZiqg9Ea91SCuY0kEIGgMIak~8sUz4cM91T-rhzNhGt75oh-x5tXkn3DOl9pE~P9RmiPw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
Ticket to Paradise,2022,104 min,"Comedy, Romance",6.2,NA,A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.,"George Clooney, Sean Lynch, Julia Roberts, Arielle Carver-O'Neill","20,433",https://m.media-amazon.com/images/M/MV5BMWE0MmEwMWUtZjRjOC00YzE3LWI2MjctNjc3NWQ0YTVmNDQ4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,https://imdb-video.media-imdb.com/vi3821650457/1434659529640-260ouz-1656517069745.mp4?Expires=1668189808&Signature=YDgtp9UECK8bXqkVlFXU-Bscvbm4wrnqreKajqRL0Z4DzQhSehbkI1BGJnUhgOdASJ8PuBa8SmTE9mhYBx4jCdGisyo3DCLRGP3JPR4DRobkPztPDIslIIpJNCqSVU1FZDlk6dN~3Jj2DcgmPRv5aVeLvn5xIhkcHMyBlPp0TSjGPNyWDi0WgOl8SVF9E0wrTnApjImVUWtkcOK7FGOM2zhUwNnpzB8Q2N8wG00gzENO5wbElX5lfVyViGOPu~7FMsWyrkrLxXMu9P0joFwSQoU6oIUgF-n~mwgW2Ci74j0v6r4eDvWFoN5~4o2Ok2b~Evya6rTUvC-l9IF-JVPaFA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA
